,date,Température maximale,Température minimale,Vitesse du vent,Température du vent,Humidité,Visibilité,Couverture nuageuse,Indice de chaleur,Point de rosée,Pression,Heure du lever du soleil,Heure du coucher du soleil,Heure du coucher du soleil,Durée du jour
3492,23/08/2018,29°,28°,24km/h,28°,1mm,53%,10km,10%,31,19°C,1015hPa,05:43:00,19:00:00,13:17:0
3493,24/08/2018,29°,28°,32km/h,28°,1mm,54%,10km,9%,31,19°C,1015hPa,05:44:00,18:59:00,13:15:0
3494,25/08/2018,30°,28°,25km/h,28°,0mm,53%,10km,6%,31,18°C,1014hPa,05:45:00,18:58:00,13:13:0
3495,26/08/2018,30°,28°,25km/h,28°,53%,10km,4%,31,20°C,1015hPa,05:45:00,18:56:00,13:11:0,
3496,27/08/2018,28°,26°,26km/h,26°,57%,10km,2%,28,17°C,1017hPa,05:46:00,18:55:00,13:9:0,
3497,28/08/2018,29°,26°,17km/h,26°,53%,10km,0%,29,18°C,1017hPa,05:47:00,18:54:00,13:7:0,
3498,29/08/2018,29°,26°,14km/h,28°,50%,10km,19%,30,20°C,1017hPa,05:48:00,18:52:00,13:4:0,
3499,30/08/2018,29°,27°,15km/h,27°,48%,10km,16%,30,21°C,1017hPa,05:49:00,18:51:00,13:2:0,
3500,31/08/2018,31°,28°,12km/h,30°,49%,10km,7%,34,20°C,1017hPa,05:49:00,18:49:00,13:0:0,
3501,1/09/2018,31°,29°,16km/h,30°,0mm,50%,10km,10%,33,20°C,1017hPa,05:50:00,18:48:00,12:58:0
3502,2/09/2018,30°,28°,17km/h,29°,3mm,57%,9.75km,10%,33,20°C,1017hPa,05:51:00,18:46:00,12:55:0
3503,3/09/2018,31°,28°,18km/h,29°,0mm,58%,10km,7%,33,21°C,1016hPa,05:52:00,18:45:00,12:53:0
3504,4/09/2018,32°,29°,19km/h,29°,1mm,62%,9.875km,5%,35,21°C,1015hPa,05:53:00,18:43:00,12:50:0
3505,5/09/2018,35°,31°,14km/h,33°,0mm,51%,10km,3%,41,23°C,1014hPa,05:53:00,18:42:00,12:49:0
3506,6/09/2018,32°,30°,17km/h,31°,0mm,54%,10km,7%,35,22°C,1013hPa,05:54:00,18:40:00,12:46:0
3507,7/09/2018,30°,29°,28km/h,29°,3mm,61%,9.625km,31%,33,22°C,1018hPa,05:55:00,18:39:00,12:44:0
3508,8/09/2018,29°,27°,15km/h,27°,1mm,58%,10km,23%,30,20°C,1019hPa,05:56:00,18:37:00,12:41:0
3509,9/09/2018,31°,28°,17km/h,28°,0mm,60%,10km,54%,32,20°C,1020hPa,05:57:00,18:36:00,12:39:0
3510,10/09/2018,32°,28°,17km/h,29°,54%,10km,29%,33,21°C,1021hPa,05:57:00,18:34:00,12:37:0,
3511,11/09/2018,30°,28°,18km/h,29°,67%,10km,9%,33,23°C,1023hPa,05:58:00,18:33:00,12:35:0,
3512,12/09/2018,29°,27°,17km/h,28°,0mm,57%,10km,5%,30,23°C,1023hPa,05:59:00,18:31:00,12:32:0
3513,13/09/2018,27°,24°,10km/h,24°,2mm,61%,9.875km,42%,27,19°C,1019hPa,06:00:00,18:30:00,12:30:0
3514,14/09/2018,28°,27°,24km/h,27°,0mm,62%,10km,15%,29,19°C,1019hPa,06:01:00,18:28:00,12:27:0
3515,15/09/2018,29°,27°,14km/h,27°,59%,10km,5%,31,19°C,1021hPa,06:01:00,18:27:00,12:26:0,
3516,16/09/2018,32°,28°,9km/h,29°,54%,10km,10%,34,20°C,1022hPa,06:02:00,18:25:00,12:23:0,
3517,17/09/2018,33°,30°,13km/h,31°,0mm,51%,10km,15%,35,21°C,1020hPa,06:03:00,18:24:00,12:21:0
3518,18/09/2018,31°,29°,11km/h,29°,3mm,60%,9.5km,38%,35,21°C,1019hPa,06:04:00,18:22:00,12:18:0
3519,19/09/2018,31°,29°,11km/h,30°,1mm,52%,10km,23%,33,20°C,1018hPa,06:04:00,18:21:00,12:17:0
3520,20/09/2018,29°,28°,17km/h,28°,0mm,52%,10km,25%,30,20°C,1018hPa,06:05:00,18:19:00,12:14:0
3521,21/09/2018,29°,27°,30km/h,27°,1mm,59%,10km,25%,30,19°C,1016hPa,06:06:00,18:18:00,12:12:0
3522,22/09/2018,26°,25°,42km/h,25°,5mm,68%,9.875km,36%,28,20°C,1019hPa,06:07:00,18:16:00,12:9:0
3523,23/09/2018,28°,26°,21km/h,26°,0mm,66%,10km,13%,29,20°C,1021hPa,06:08:00,18:15:00,12:7:0
3524,24/09/2018,29°,27°,32km/h,27°,61%,10km,7%,31,19°C,1020hPa,06:08:00,18:13:00,12:5:0,
3525,25/09/2018,28°,26°,25km/h,26°,0mm,55%,10km,7%,29,18°C,1022hPa,06:09:00,18:12:00,12:3:0
3526,26/09/2018,25°,23°,35km/h,23°,3mm,66%,9.875km,25%,26,19°C,1027hPa,06:10:00,18:10:00,12:0:0
3527,27/09/2018,23°,22°,24km/h,22°,0mm,50%,10km,4%,25,12°C,1027hPa,06:11:00,18:09:00,11:58:0
3528,28/09/2018,24°,23°,26km/h,23°,0mm,50%,10km,17%,25,14°C,1020hPa,06:12:00,18:07:00,11:55:0
3529,29/09/2018,26°,24°,23km/h,24°,1mm,60%,10km,14%,27,17°C,1017hPa,06:13:00,18:06:00,11:53:0
3530,30/09/2018,27°,24°,9km/h,25°,0mm,65%,10km,15%,32,21°C,1018hPa,06:13:00,18:04:00,11:51:0
3531,1/10/2018,27°,25°,21km/h,25°,0mm,56%,10km,6%,28,21°C,1015hPa,06:14:00,18:03:00,11:49:0
3532,2/10/2018,22°,20°,24km/h,20°,9mm,62%,9.375km,46%,24,15°C,1014hPa,06:15:00,18:01:00,11:46:0
3533,3/10/2018,20°,19°,14km/h,19°,3mm,70%,9.625km,54%,20,13°C,1014hPa,06:16:00,18:00:00,11:44:0
3534,4/10/2018,23°,22°,18km/h,22°,1mm,56%,9.875km,28%,25,13°C,1016hPa,06:17:00,17:59:00,11:42:0
3535,5/10/2018,24°,21°,16km/h,21°,3mm,61%,9.75km,36%,25,15°C,1018hPa,06:18:00,17:57:00,11:39:0
3536,6/10/2018,27°,23°,12km/h,25°,0mm,50%,10km,8%,28,18°C,1018hPa,06:18:00,17:56:00,11:38:0
3537,7/10/2018,26°,24°,15km/h,26°,0mm,58%,10km,5%,28,18°C,1016hPa,06:19:00,17:54:00,11:35:0
3538,8/10/2018,28°,25°,15km/h,25°,1mm,64%,10km,8%,29,19°C,1016hPa,06:20:00,17:53:00,11:33:0
3539,9/10/2018,28°,26°,25km/h,26°,1mm,50%,10km,18%,28,18°C,1017hPa,06:21:00,17:52:00,11:31:0
3540,10/10/2018,27°,25°,26km/h,25°,0mm,61%,10km,19%,28,19°C,1017hPa,06:22:00,17:50:00,11:28:0
3541,11/10/2018,28°,25°,22km/h,25°,4mm,65%,9.875km,32%,29,19°C,1018hPa,06:23:00,17:49:00,11:26:0
3542,12/10/2018,26°,25°,21km/h,25°,0mm,66%,10km,14%,27,19°C,1021hPa,06:24:00,17:47:00,11:23:0
3543,13/10/2018,24°,23°,20km/h,23°,7mm,69%,9.25km,38%,26,18°C,1020hPa,06:25:00,17:46:00,11:21:0
3544,14/10/2018,23°,22°,19km/h,22°,5mm,69%,9.75km,27%,25,16°C,1017hPa,06:25:00,17:45:00,11:20:0
3545,15/10/2018,26°,22°,13km/h,23°,1mm,65%,9.875km,16%,27,18°C,1014hPa,06:26:00,17:43:00,11:17:0
3546,16/10/2018,26°,23°,9km/h,25°,2mm,68%,9.75km,30%,27,19°C,1015hPa,06:27:00,17:42:00,11:15:0
3547,17/10/2018,24°,21°,26km/h,24°,9mm,75%,8.875km,41%,26,19°C,1014hPa,06:28:00,17:41:00,11:13:0
3548,18/10/2018,24°,23°,15km/h,24°,28mm,69%,9km,21%,26,18°C,1008hPa,06:29:00,17:39:00,11:10:0
3549,19/10/2018,24°,22°,14km/h,23°,0mm,67%,10km,11%,26,19°C,1017hPa,06:30:00,17:38:00,11:8:0
3550,20/10/2018,24°,22°,11km/h,23°,1mm,70%,10km,22%,26,19°C,1021hPa,06:31:00,17:37:00,11:6:0
3551,21/10/2018,24°,23°,11km/h,24°,1mm,69%,10km,12%,26,18°C,1020hPa,06:32:00,17:35:00,11:3:0
3552,22/10/2018,21°,19°,21km/h,19°,2mm,69%,9.875km,44%,24,17°C,1016hPa,06:33:00,17:34:00,11:1:0
3553,23/10/2018,20°,19°,38km/h,19°,4mm,70%,9.75km,59%,20,14°C,1019hPa,06:34:00,17:33:00,10:59:0
3554,24/10/2018,22°,21°,32km/h,21°,1mm,63%,10km,15%,25,14°C,1018hPa,06:35:00,17:32:00,10:57:0
3555,25/10/2018,23°,22°,24km/h,22°,0mm,69%,10km,11%,25,18°C,1020hPa,06:36:00,17:31:00,10:55:0
3556,26/10/2018,26°,22°,20km/h,22°,53%,10km,1%,26,17°C,1020hPa,06:37:00,17:29:00,10:52:0,
3557,27/10/2018,26°,23°,33km/h,23°,0mm,45%,10km,7%,26,12°C,1015hPa,06:38:00,17:28:00,10:50:0
3558,28/10/2018,26°,24°,36km/h,24°,1mm,44%,10km,21%,26,14°C,1006hPa,06:39:00,17:27:00,10:48:0
3559,29/10/2018,27°,21°,51km/h,21°,1mm,34%,10km,7%,27,14°C,1011hPa,06:40:00,17:26:00,10:46:0
3560,30/10/2018,20°,17°,20km/h,17°,0mm,36%,10km,1%,23,2°C,1016hPa,06:41:00,17:25:00,10:44:0
3561,31/10/2018,24°,21°,29km/h,21°,59%,10km,5%,25,17°C,1017hPa,06:42:00,17:24:00,10:42:0,
3562,1/11/2018,24°,22°,22km/h,22°,0mm,65%,9.75km,15%,25,17°C,1016hPa,06:43:00,17:23:00,10:40:0
3563,2/11/2018,22°,20°,20km/h,20°,1mm,70%,9.875km,23%,25,17°C,1017hPa,06:44:00,17:22:00,10:38:0
3564,3/11/2018,17°,16°,23km/h,16°,0mm,80%,10km,68%,18,13°C,1017hPa,06:45:00,17:21:00,10:36:0
3565,4/11/2018,19°,17°,24km/h,17°,4mm,63%,9.125km,56%,19,11°C,1013hPa,06:46:00,17:20:00,10:34:0
3566,5/11/2018,22°,19°,15km/h,19°,0mm,58%,10km,9%,24,12°C,1013hPa,06:47:00,17:19:00,10:32:0
3567,6/11/2018,21°,19°,17km/h,20°,1mm,69%,9.875km,26%,21,14°C,1018hPa,06:48:00,17:18:00,10:30:0
3568,7/11/2018,21°,18°,12km/h,19°,0mm,63%,10km,13%,21,14°C,1021hPa,06:49:00,17:17:00,10:28:0
3569,8/11/2018,21°,19°,10km/h,20°,0mm,59%,10km,10%,25,15°C,1022hPa,06:50:00,17:16:00,10:26:0
3570,9/11/2018,22°,20°,15km/h,20°,1mm,53%,10km,6%,25,14°C,1019hPa,06:51:00,17:15:00,10:24:0
3571,10/11/2018,18°,16°,21km/h,16°,0mm,65%,10km,53%,18,11°C,1017hPa,06:52:00,17:14:00,10:22:0
3572,11/11/2018,20°,18°,18km/h,18°,1mm,73%,10km,33%,20,15°C,1022hPa,06:53:00,17:13:00,10:20:0
3573,12/11/2018,22°,19°,23km/h,20°,0mm,77%,10km,24%,25,16°C,1025hPa,06:54:00,17:12:00,10:18:0
3574,13/11/2018,22°,20°,19km/h,20°,76%,10km,29%,25,16°C,1027hPa,06:55:00,17:12:00,10:17:0,
3575,14/11/2018,22°,20°,16km/h,20°,0mm,73%,10km,10%,25,16°C,1026hPa,06:56:00,17:11:00,10:15:0
3576,15/11/2018,21°,18°,13km/h,19°,1mm,69%,10km,31%,24,14°C,1023hPa,06:57:00,17:10:00,10:13:0
3577,16/11/2018,20°,19°,17km/h,19°,1mm,71%,9.875km,24%,20,14°C,1018hPa,06:58:00,17:10:00,10:12:0
3578,17/11/2018,19°,18°,18km/h,18°,1mm,67%,9.75km,30%,19,13°C,1015hPa,06:59:00,17:09:00,10:10:0
3579,18/11/2018,19°,17°,9km/h,17°,0mm,67%,10km,32%,20,11°C,1011hPa,07:00:00,17:08:00,10:8:0
3580,19/11/2018,21°,19°,31km/h,19°,1mm,54%,9.875km,29%,24,11°C,1008hPa,07:01:00,17:08:00,10:7:0
3581,20/11/2018,20°,18°,29km/h,18°,1mm,61%,9.875km,11%,20,11°C,1013hPa,07:02:00,17:07:00,10:5:0
3582,21/11/2018,21°,18°,14km/h,18°,0mm,45%,10km,6%,21,11°C,1020hPa,07:03:00,17:07:00,10:4:0
3583,22/11/2018,22°,19°,10km/h,19°,54%,10km,23%,24,10°C,1021hPa,07:04:00,17:06:00,10:2:0,
3584,23/11/2018,22°,19°,23km/h,19°,40%,10km,5%,24,8°C,1020hPa,07:05:00,17:06:00,10:1:0,
3585,24/11/2018,20°,19°,7km/h,20°,0mm,59%,10km,28%,21,13°C,1017hPa,07:06:00,17:05:00,9:59:0
3586,25/11/2018,18°,17°,31km/h,17°,1mm,73%,10km,37%,18,13°C,1013hPa,07:08:00,17:05:00,9:57:0
3587,26/11/2018,21°,17°,19km/h,17°,0mm,52%,10km,24%,21,10°C,1012hPa,07:09:00,17:05:00,9:56:0
3588,27/11/2018,16°,15°,52km/h,12°,2mm,56%,9.75km,43%,16,8°C,1016hPa,07:09:00,17:04:00,9:55:0
3589,28/11/2018,17°,16°,44km/h,16°,1mm,61%,10km,16%,17,9°C,1021hPa,07:10:00,17:04:00,9:54:0
3590,29/11/2018,17°,16°,20km/h,16°,1mm,62%,10km,11%,17,10°C,1022hPa,07:11:00,17:04:00,9:53:0
3591,30/11/2018,18°,15°,14km/h,14°,0mm,65%,10km,29%,18,10°C,1022hPa,07:12:00,17:03:00,9:51:0
3592,1/12/2018,16°,15°,40km/h,15°,4mm,71%,9.875km,52%,16,11°C,1017hPa,07:13:00,17:03:00,9:50:0
3593,2/12/2018,17°,15°,35km/h,15°,2mm,75%,10km,59%,17,11°C,1022hPa,07:14:00,17:03:00,9:49:0
3594,3/12/2018,18°,15°,20km/h,16°,0mm,70%,10km,28%,18,11°C,1022hPa,07:15:00,17:03:00,9:48:0
3595,4/12/2018,20°,17°,36km/h,17°,72%,10km,6%,20,13°C,1022hPa,07:16:00,17:03:00,9:47:0,
3596,5/12/2018,18°,17°,24km/h,17°,0mm,70%,10km,3%,18,14°C,1026hPa,07:17:00,17:03:00,9:46:0
3597,6/12/2018,20°,16°,18km/h,17°,1mm,65%,10km,10%,20,14°C,1026hPa,07:18:00,17:03:00,9:45:0
3598,7/12/2018,17°,14°,27km/h,17°,1mm,75%,9.75km,45%,18,12°C,1024hPa,07:19:00,17:03:00,9:44:0
3599,8/12/2018,16°,13°,27km/h,16°,1mm,74%,10km,47%,16,12°C,1024hPa,07:20:00,17:03:00,9:43:0
3600,9/12/2018,17°,16°,36km/h,16°,1mm,72%,10km,38%,17,11°C,1025hPa,07:20:00,17:03:00,9:43:0
3601,10/12/2018,17°,16°,48km/h,16°,1mm,62%,10km,10%,17,11°C,1023hPa,07:21:00,17:03:00,9:42:0
3602,11/12/2018,16°,15°,30km/h,13°,1mm,65%,10km,46%,16,10°C,1022hPa,07:22:00,17:03:00,9:41:0
3603,12/12/2018,17°,14°,15km/h,13°,1mm,65%,9.875km,30%,17,9°C,1021hPa,07:23:00,17:03:00,9:40:0
3604,13/12/2018,18°,16°,13km/h,16°,0mm,56%,10km,31%,19,8°C,1017hPa,07:23:00,17:04:00,9:41:0
3605,14/12/2018,14°,13°,22km/h,11°,5mm,75%,9.5km,55%,15,9°C,1008hPa,07:24:00,17:04:00,9:40:0
3606,15/12/2018,14°,13°,41km/h,10°,5mm,67%,9.625km,55%,14,11°C,1022hPa,07:25:00,17:04:00,9:39:0
3607,16/12/2018,18°,15°,19km/h,14°,1mm,75%,10km,36%,19,10°C,1023hPa,07:26:00,17:04:00,9:38:0
3608,17/12/2018,17°,15°,42km/h,15°,1mm,71%,10km,8%,17,11°C,1026hPa,07:26:00,17:05:00,9:39:0
3609,18/12/2018,15°,14°,26km/h,12°,1mm,70%,10km,22%,16,9°C,1028hPa,07:27:00,17:05:00,9:38:0
3610,19/12/2018,17°,13°,9km/h,15°,0mm,57%,10km,9%,20,9°C,1026hPa,07:27:00,17:06:00,9:39:0
3611,20/12/2018,17°,15°,11km/h,15°,68%,10km,18%,17,11°C,1027hPa,07:28:00,17:06:00,9:38:0,
3612,21/12/2018,16°,14°,17km/h,14°,73%,10km,16%,16,11°C,1032hPa,07:28:00,17:07:00,9:39:0,
3613,22/12/2018,16°,13°,19km/h,12°,73%,10km,3%,16,9°C,1032hPa,07:29:00,17:07:00,9:38:0,
3614,23/12/2018,18°,14°,22km/h,13°,66%,10km,5%,18,10°C,1030hPa,07:29:00,17:08:00,9:39:0,
3615,24/12/2018,19°,15°,21km/h,15°,0mm,52%,10km,2%,19,8°C,1029hPa,07:30:00,17:08:00,9:38:0
3616,25/12/2018,16°,15°,29km/h,13°,1mm,80%,9.875km,35%,16,13°C,1028hPa,07:30:00,17:09:00,9:39:0
3617,26/12/2018,15°,13°,9km/h,16°,0mm,62%,10km,14%,17,9°C,1031hPa,07:31:00,17:09:00,9:38:0
3618,27/12/2018,15°,12°,8km/h,12°,60%,10km,14%,15,5°C,1030hPa,07:31:00,17:10:00,9:39:0,
3619,28/12/2018,15°,12°,7km/h,15°,58%,10km,44%,16,7°C,1027hPa,07:31:00,17:11:00,9:40:0,
3620,29/12/2018,14°,12°,8km/h,12°,0mm,74%,10km,31%,15,9°C,1028hPa,07:32:00,17:11:00,9:39:0
3621,30/12/2018,15°,12°,16km/h,12°,1mm,72%,10km,59%,15,10°C,1028hPa,07:32:00,17:12:00,9:40:0
3622,31/12/2018,15°,14°,30km/h,12°,1mm,69%,9.875km,40%,15,9°C,1026hPa,07:32:00,17:13:00,9:41:0
3623,1/01/2019,16°,15°,31km/h,14°,0mm,57%,10km,17%,16,8°C,1027hPa,07:32:00,17:14:00,9:42:0
3624,2/01/2019,16°,15°,38km/h,14°,2mm,71%,10km,77%,16,10°C,1026hPa,07:32:00,17:14:00,9:42:0
3625,3/01/2019,13°,12°,28km/h,10°,1mm,45%,9.875km,37%,13,8°C,1028hPa,07:33:00,17:15:00,9:42:0
3626,4/01/2019,11°,9°,6km/h,9°,4mm,57%,9.625km,76%,11,4°C,1029hPa,07:33:00,17:16:00,9:43:0
3627,5/01/2019,13°,10°,17km/h,7°,6mm,53%,9.625km,61%,13,6°C,1029hPa,07:33:00,17:17:00,9:44:0
3628,6/01/2019,15°,13°,28km/h,11°,3mm,70%,10km,86%,15,8°C,1025hPa,07:33:00,17:18:00,9:45:0
3629,7/01/2019,15°,13°,14km/h,12°,2mm,74%,9.875km,54%,15,9°C,1028hPa,07:33:00,17:19:00,9:46:0
3630,8/01/2019,14°,11°,24km/h,9°,1mm,77%,9.875km,71%,14,8°C,1028hPa,07:33:00,17:20:00,9:47:0
3631,9/01/2019,14°,13°,43km/h,10°,3mm,72%,10km,84%,14,8°C,1020hPa,07:33:00,17:21:00,9:48:0
3632,10/01/2019,12°,11°,31km/h,8°,2mm,58%,8.125km,60%,12,4°C,1014hPa,07:33:00,17:22:00,9:49:0
3633,11/01/2019,11°,9°,26km/h,7°,2mm,72%,9.75km,54%,11,4°C,1019hPa,07:32:00,17:23:00,9:51:0
3634,12/01/2019,12°,10°,28km/h,7°,2mm,58%,10km,66%,12,4°C,1024hPa,07:32:00,17:23:00,9:51:0
3635,13/01/2019,14°,13°,38km/h,10°,3mm,68%,10km,88%,14,9°C,1023hPa,07:32:00,17:24:00,9:52:0
3636,14/01/2019,15°,14°,48km/h,11°,2mm,71%,10km,82%,15,9°C,1017hPa,07:32:00,17:25:00,9:53:0
3637,15/01/2019,15°,13°,25km/h,11°,0mm,70%,10km,5%,15,10°C,1023hPa,07:32:00,17:26:00,9:54:0
3638,16/01/2019,16°,12°,18km/h,11°,76%,10km,3%,16,10°C,1024hPa,07:31:00,17:27:00,9:56:0,
3639,17/01/2019,17°,12°,14km/h,10°,0mm,68%,10km,12%,17,7°C,1021hPa,07:31:00,17:29:00,9:58:0
3640,18/01/2019,17°,12°,9km/h,11°,2mm,63%,10km,24%,17,8°C,1016hPa,07:31:00,17:30:00,9:59:0
3641,19/01/2019,15°,11°,8km/h,10°,7mm,77%,9.375km,56%,15,8°C,1016hPa,07:30:00,17:31:00,10:1:0
3642,20/01/2019,16°,11°,11km/h,9°,2mm,70%,10km,31%,16,8°C,1015hPa,07:30:00,17:32:00,10:2:0
3643,21/01/2019,16°,12°,15km/h,11°,1mm,66%,9.875km,59%,16,8°C,1010hPa,07:29:00,17:33:00,10:4:0
3644,22/01/2019,13°,11°,24km/h,9°,1mm,70%,9.875km,68%,13,7°C,1012hPa,07:29:00,17:34:00,10:5:0
3645,23/01/2019,12°,9°,21km/h,7°,2mm,62%,9km,54%,12,5°C,1009hPa,07:28:00,17:35:00,10:7:0
3646,24/01/2019,10°,9°,51km/h,4°,15mm,71%,6.875km,85%,10,5°C,991hPa,07:28:00,17:36:00,10:8:0
3647,25/01/2019,11°,11°,42km/h,7°,17mm,71%,8.625km,93%,11,6°C,1008hPa,07:27:00,17:37:00,10:10:0
3648,26/01/2019,13°,11°,32km/h,8°,2mm,62%,9.875km,55%,13,6°C,1015hPa,07:26:00,17:38:00,10:12:0
3649,27/01/2019,18°,11°,15km/h,10°,1mm,77%,10km,38%,18,7°C,1015hPa,07:26:00,17:39:00,10:13:0
3650,28/01/2019,13°,12°,17km/h,10°,1mm,65%,9.375km,50%,13,8°C,1008hPa,07:25:00,17:40:00,10:15:0
3651,29/01/2019,12°,10°,42km/h,7°,4mm,62%,9.5km,75%,12,6°C,1009hPa,07:24:00,17:41:00,10:17:0
3652,30/01/2019,14°,11°,27km/h,9°,2mm,73%,6.875km,85%,14,7°C,1011hPa,07:24:00,17:42:00,10:18:0
3653,31/01/2019,17°,10°,11km/h,9°,0mm,61%,10km,27%,17,6°C,1011hPa,07:23:00,17:43:00,10:20:0
3654,1/02/2019,21°,15°,21km/h,14°,0mm,61%,10km,15%,24,8°C,1010hPa,07:22:00,17:44:00,10:22:0
3655,2/02/2019,17°,15°,10km/h,15°,2mm,55%,9.375km,55%,17,7°C,1005hPa,07:21:00,17:46:00,10:25:0
3656,3/02/2019,12°,10°,23km/h,8°,3mm,71%,9.875km,57%,12,6°C,1014hPa,07:20:00,17:47:00,10:27:0
3657,4/02/2019,13°,11°,28km/h,8°,6mm,72%,9.625km,59%,13,7°C,1015hPa,07:19:00,17:48:00,10:29:0
3658,5/02/2019,13°,12°,43km/h,8°,16mm,80%,10.75km,74%,13,9°C,1020hPa,07:19:00,17:49:00,10:30:0
3659,6/02/2019,14°,12°,32km/h,9°,0mm,74%,10km,30%,14,8°C,1022hPa,07:18:00,17:50:00,10:32:0
3660,7/02/2019,15°,12°,19km/h,10°,1mm,77%,10km,39%,15,9°C,1025hPa,07:17:00,17:51:00,10:34:0
3661,8/02/2019,17°,12°,14km/h,10°,0mm,75%,10km,17%,17,10°C,1026hPa,07:16:00,17:52:00,10:36:0
3662,9/02/2019,21°,13°,8km/h,13°,71%,18.375km,6%,23,11°C,1026hPa,07:15:00,17:53:00,10:38:0,
3663,10/02/2019,23°,14°,10km/h,13°,63%,13.75km,0%,24,10°C,1026hPa,07:14:00,17:54:00,10:40:0,
3664,11/02/2019,16°,15°,27km/h,14°,0mm,67%,13.5km,29%,16,10°C,1023hPa,07:13:00,17:55:00,10:42:0
3665,12/02/2019,14°,13°,29km/h,10°,2mm,51%,12.25km,58%,14,4°C,1029hPa,07:12:00,17:56:00,10:44:0
3666,13/02/2019,14°,12°,21km/h,10°,0mm,64%,12.375km,11%,14,5°C,1033hPa,07:10:00,17:57:00,10:47:0
3667,14/02/2019,16°,13°,11km/h,12°,1mm,65%,13.75km,30%,16,7°C,1034hPa,07:09:00,17:58:00,10:49:0
3668,15/02/2019,16°,11°,15km/h,9°,0mm,71%,12.875km,9%,16,7°C,1032hPa,07:08:00,17:59:00,10:51:0
3669,16/02/2019,14°,12°,15km/h,11°,65%,14.625km,6%,14,8°C,1031hPa,07:07:00,18:00:00,10:53:0,
3670,17/02/2019,16°,12°,12km/h,12°,67%,15km,0%,16,7°C,1030hPa,07:06:00,18:01:00,10:55:0,
3671,18/02/2019,17°,11°,17km/h,10°,66%,11.625km,24%,17,5°C,1027hPa,07:05:00,18:02:00,10:57:0,
3672,19/02/2019,17°,12°,14km/h,10°,61%,11.25km,22%,17,7°C,1023hPa,07:04:00,18:03:00,10:59:0,
3673,20/02/2019,19°,14°,8km/h,14°,66%,10km,11%,19,9°C,1025hPa,07:02:00,18:04:00,11:2:0,
3674,21/02/2019,15°,13°,13km/h,13°,0mm,76%,10km,11%,15,10°C,1029hPa,07:01:00,18:05:00,11:4:0
3675,22/02/2019,14°,11°,27km/h,9°,1mm,76%,9.875km,60%,14,10°C,1030hPa,07:00:00,18:06:00,11:6:0
3676,23/02/2019,14°,13°,52km/h,10°,4mm,78%,15.875km,82%,14,9°C,1024hPa,06:59:00,18:07:00,11:8:0
3677,24/02/2019,12°,11°,32km/h,7°,2mm,62%,11km,70%,12,4°C,1028hPa,06:57:00,18:08:00,11:11:0
3678,25/02/2019,13°,11°,24km/h,8°,2mm,58%,9.875km,80%,13,5°C,1029hPa,06:56:00,18:09:00,11:13:0
3679,26/02/2019,15°,11°,18km/h,9°,13mm,73%,8.875km,58%,15,7°C,1028hPa,06:55:00,18:10:00,11:15:0
3680,27/02/2019,15°,11°,29km/h,9°,0mm,75%,10km,15%,15,8°C,1028hPa,06:53:00,18:11:00,11:18:0
3681,28/02/2019,16°,13°,22km/h,11°,78%,10km,36%,16,10°C,1026hPa,06:52:00,18:12:00,11:20:0,
3682,1/03/2019,17°,12°,33km/h,10°,73%,10km,6%,17,9°C,1024hPa,06:51:00,18:13:00,11:22:0,
3683,2/03/2019,17°,14°,31km/h,13°,0mm,73%,10km,10%,17,9°C,1022hPa,06:49:00,18:14:00,11:25:0
3684,3/03/2019,16°,13°,32km/h,11°,1mm,73%,10km,32%,16,9°C,1023hPa,06:48:00,18:15:00,11:27:0
3685,4/03/2019,21°,13°,10km/h,12°,0mm,66%,10km,5%,23,9°C,1023hPa,06:46:00,18:16:00,11:30:0
3686,5/03/2019,24°,17°,6km/h,17°,46%,10km,1%,25,11°C,1020hPa,06:45:00,18:17:00,11:32:0,
3687,6/03/2019,23°,16°,14km/h,16°,57%,10km,7%,25,9°C,1020hPa,06:44:00,18:18:00,11:34:0,
3688,7/03/2019,22°,18°,13km/h,17°,56%,10km,25%,25,13°C,1017hPa,06:42:00,18:19:00,11:37:0,
3689,8/03/2019,19°,15°,15km/h,15°,76%,10km,20%,19,12°C,1023hPa,06:41:00,18:20:00,11:39:0,
3690,9/03/2019,18°,14°,20km/h,14°,71%,10km,6%,18,9°C,1029hPa,06:39:00,18:21:00,11:42:0,
3691,10/03/2019,19°,14°,16km/h,14°,64%,10km,0%,19,10°C,1029hPa,06:38:00,18:21:00,11:43:0,
3692,11/03/2019,18°,15°,34km/h,14°,69%,10km,20%,18,10°C,1026hPa,06:37:00,18:22:00,11:45:0,
3693,12/03/2019,15°,13°,32km/h,11°,0mm,47%,10km,3%,15,6°C,1027hPa,06:35:00,18:23:00,11:48:0
3694,13/03/2019,20°,12°,10km/h,12°,1mm,65%,10km,14%,20,9°C,1026hPa,06:34:00,18:24:00,11:50:0
3695,14/03/2019,15°,13°,42km/h,10°,1mm,59%,10km,48%,15,8°C,1023hPa,06:32:00,18:25:00,11:53:0
3696,15/03/2019,16°,14°,38km/h,11°,1mm,74%,10km,54%,16,10°C,1024hPa,06:31:00,18:26:00,11:55:0
3697,16/03/2019,20°,15°,22km/h,14°,0mm,64%,10km,1%,20,12°C,1024hPa,06:29:00,18:27:00,11:58:0
3698,17/03/2019,26°,17°,7km/h,17°,55%,18.375km,0%,27,10°C,1021hPa,06:28:00,18:28:00,12:0:0,
